employee_id,department,job_level,location,employment_type,fte_percentage,tenure_years,time_in_current_role_years,performance_rating,engagement_score,base_salary_monthly,bonus_target_pct,turnover_risk_score,languages,technologies,training_hours_ytd,manager_id,hire_date,last_promotion_date
EMP-10391,HR,L2,Москва,Полная занятость,1.0,2.6,2.6,4.05,4.39,208504,0.15,0.151,"['TypeScript', 'Scala', 'C#']","['Kubernetes', 'PostgreSQL', 'Node.js', 'Data Engineering']",23,EMP-10204,2023-09-20,2024-05-22
EMP-10366,Marketing,L2,Удаленно,Полная занятость,1.0,1.8,1.8,4.5,3.92,177171,0.25,0.123,['Go'],"['Airflow', 'Node.js', 'dbt']",16,EMP-10269,2024-07-03,2024-07-03
EMP-10304,Finance,L2,Удаленно,Полная занятость,1.0,5.0,0.8,3.07,4.03,166064,0.2,0.201,"['R', 'SQL', 'JavaScript']","['React', 'TensorFlow']",17,EMP-10039,2021-05-04,2025-11-22
EMP-10270,Operations,L4,Москва,Полная занятость,1.0,0.5,0.5,1.92,4.94,345127,0.1,0.25,"['Rust', 'SQL']","['Spark', 'FastAPI']",21,EMP-10108,2025-10-12,2025-11-16
EMP-10202,Sales,L3,Казань,Полная занятость,1.0,1.4,1.4,4.35,3.87,208607,0.1,0.212,"['Python', 'TypeScript', 'Go']","['PostgreSQL', 'React']",12,EMP-10090,2024-11-28,2025-10-22
EMP-10162,Operations,L2,Казань,Полная занятость,1.0,5.4,4.4,2.71,3.84,190550,0.15,0.157,['Rust'],"['Docker', 'Spark', 'dbt']",22,EMP-10043,2020-11-20,2021-09-27
EMP-10044,IT,L3,Екатеринбург,Полная занятость,1.0,2.7,0.1,2.8,3.58,224000,0.1,0.196,"['SQL', 'Java', 'Go']","['Data Engineering', 'Spark', 'FastAPI']",14,EMP-10013,2023-09-02,2024-04-13
EMP-10218,Marketing,L1,Удаленно,Полная занятость,1.0,1.0,0.9,2.3,3.59,92671,0.1,0.289,"['TypeScript', 'R', 'Java']","['Security', 'ML', 'React', 'dbt']",6,,2025-04-17,2025-04-17
EMP-10191,Sales,L4,Казань,Полная занятость,1.0,8.6,1.1,2.02,4.66,335410,0.0,0.183,"['C#', 'Scala', 'Rust']","['TensorFlow', 'FastAPI']",15,EMP-10362,2017-09-22,2018-03-04
EMP-10310,Operations,L2,Екатеринбург,Полная занятость,1.0,4.3,1.5,3.66,4.51,145779,0.1,0.165,['Rust'],"['Cloud', 'Spark']",40,EMP-10063,2022-01-15,2023-07-21
EMP-10260,IT,L4,Екатеринбург,Частичная,0.75,3.1,2.6,4.67,3.82,249690,0.0,0.092,"['C#', 'Python', 'Java']","['Data Engineering', 'Security', 'Spark']",28,EMP-10296,2023-04-09,2023-12-13
EMP-10106,Finance,L2,Удаленно,Полная занятость,1.0,0.4,0.4,3.58,4.42,112223,0.15,0.158,"['SQL', 'Java', 'Rust']","['DevOps', 'PostgreSQL', 'dbt']",20,EMP-10313,2025-12-15,2026-01-19
EMP-10054,Finance,L3,Казань,Полная занятость,1.0,0.6,0.4,4.1,3.47,176506,0.25,0.207,"['R', 'Scala']","['DevOps', 'Kubernetes']",15,EMP-10289,2025-09-27,2025-09-27
EMP-10002,Finance,L2,Москва,Полная занятость,1.0,2.6,1.1,2.31,4.71,204858,0.25,0.147,['Scala'],"['PostgreSQL', 'DevOps']",15,EMP-10102,2023-09-23,2024-03-29
EMP-10050,Sales,L5,Екатеринбург,Полная занятость,1.0,4.3,0.3,2.61,3.62,499727,0.1,0.163,['C#'],"['Node.js', 'ML']",39,EMP-10033,2022-01-12,2023-04-27
EMP-10081,Finance,L4,Удаленно,Полная занятость,1.0,2.1,2.1,4.45,3.63,335948,0.15,0.122,"['Rust', 'SQL', 'R']","['Docker', 'Kubernetes', 'FastAPI']",40,EMP-10344,2024-03-22,2025-05-05
EMP-10206,IT,L4,Удаленно,Полная занятость,1.0,1.1,0.5,2.78,3.13,317949,0.2,0.18,['JavaScript'],"['Airflow', 'ML']",19,EMP-10383,2025-03-23,2025-10-15
EMP-10035,Operations,L3,СПб,Частичная,0.5,7.3,1.0,3.64,4.65,148335,0.1,0.129,"['JavaScript', 'TypeScript']","['Spark', 'Kubernetes']",27,EMP-10137,2019-01-04,2019-03-23
EMP-10264,Finance,L3,Екатеринбург,Полная занятость,1.0,7.2,1.7,3.81,3.94,252855,0.25,0.142,"['R', 'C#', 'Scala']","['ML', 'Airflow']",17,EMP-10356,2019-02-21,2019-10-11
EMP-10092,IT,L3,Казань,Полная занятость,1.0,0.9,0.9,3.16,4.46,174542,0.15,0.14,['JavaScript'],"['Cloud', 'Airflow', 'Spark']",25,EMP-10174,2025-05-19,2025-10-07
EMP-10340,Sales,L3,Казань,Полная занятость,1.0,7.7,1.7,2.91,3.38,208237,0.25,0.15,"['Rust', 'Python']","['Spark', 'Node.js', 'PostgreSQL', 'FastAPI']",18,EMP-10215,2018-08-22,2020-02-19
EMP-10053,HR,L6,Екатеринбург,Частичная,0.75,2.4,1.8,3.16,3.82,434849,0.15,0.246,['C#'],"['Airflow', 'DevOps', 'Kubernetes']",10,EMP-10343,2023-11-21,2023-12-29
EMP-10346,Marketing,L2,Удаленно,Частичная,0.5,2.6,0.1,2.17,4.42,85968,0.25,0.158,['Scala'],"['Kubernetes', 'ML', 'Spark']",29,EMP-10292,2023-09-22,2023-09-22
EMP-10265,Operations,L3,СПб,Полная занятость,1.0,0.3,0.3,1.27,3.68,227217,0.25,0.211,"['JavaScript', 'R']","['Docker', 'TensorFlow', 'Airflow']",33,EMP-10028,2026-01-13,2026-01-13
EMP-10242,IT,L2,СПб,Полная занятость,1.0,1.3,1.3,2.77,3.23,160660,0.15,0.203,"['SQL', 'R']","['DevOps', 'Security', 'Airflow']",21,EMP-10390,2025-01-17,2025-11-08
EMP-10014,IT,L2,Удаленно,Частичная,0.5,8.0,1.9,4.27,4.93,92227,0.15,0.149,"['Rust', 'Python', 'SQL']","['FastAPI', 'Docker', 'Spark']",28,EMP-10123,2018-04-29,2018-05-04
EMP-10316,HR,L2,Удаленно,Полная занятость,1.0,0.4,0.4,3.75,3.27,132237,0.1,0.121,"['R', 'Scala']","['Docker', 'Kubernetes', 'Security']",16,EMP-10014,2025-12-07,2026-02-02
EMP-10089,Operations,L3,Казань,Полная занятость,1.0,12.3,0.2,4.02,4.02,314989,0.1,0.16,"['Scala', 'R']","['Kubernetes', 'Airflow', 'Docker']",21,EMP-10358,2014-01-28,2015-10-01
EMP-10274,IT,L2,Удаленно,Частичная,0.75,1.8,1.8,2.87,3.42,126463,0.2,0.195,"['R', 'Go']","['React', 'Kubernetes']",4,EMP-10232,2024-06-26,2024-10-13
EMP-10167,Sales,L3,Москва,Полная занятость,1.0,4.0,0.7,3.04,3.91,316236,0.1,0.167,"['C#', 'TypeScript', 'Go']","['Data Engineering', 'Cloud', 'DevOps']",22,EMP-10256,2022-05-16,2024-08-07
EMP-10329,IT,L2,Удаленно,Контракт,0.5,1.1,1.0,4.11,4.17,71511,0.25,0.127,"['C#', 'JavaScript']","['Node.js', 'Cloud']",8,EMP-10048,2025-03-09,2025-03-09
EMP-10394,IT,L3,СПб,Полная занятость,1.0,8.9,6.9,3.34,4.12,309248,0.2,0.112,"['TypeScript', 'SQL', 'R']","['dbt', 'Airflow', 'PostgreSQL', 'Spark']",12,EMP-10346,2017-06-18,2018-08-17
EMP-10135,IT,L1,Москва,Полная занятость,1.0,1.3,1.3,3.28,4.13,118685,0.1,0.228,"['Rust', 'R', 'TypeScript']","['TensorFlow', 'React', 'Docker']",24,,2025-01-23,2025-01-23
EMP-10307,IT,L4,СПб,Полная занятость,1.0,2.8,0.5,3.86,3.85,421159,0.2,0.165,"['SQL', 'Scala']","['Docker', 'Spark', 'Data Engineering']",21,EMP-10158,2023-07-28,2024-02-01
EMP-10384,HR,L1,Москва,Полная занятость,1.0,4.3,1.0,4.42,3.23,129427,0.0,0.192,"['SQL', 'Rust', 'Scala']","['Docker', 'Cloud', 'Airflow']",22,,2022-01-29,2025-11-12
EMP-10320,IT,L1,Удаленно,Контракт,0.5,0.1,0.1,3.91,3.3,60000,0.0,0.283,"['Rust', 'Scala', 'Go']","['ML', 'Airflow']",21,,2026-03-17,2026-03-17
EMP-10244,Sales,L2,Москва,Полная занятость,1.0,12.7,1.6,2.63,3.75,257971,0.0,0.135,"['Python', 'Go']","['Kubernetes', 'FastAPI', 'Spark']",18,EMP-10372,2013-08-04,2014-01-27
EMP-10055,Finance,L2,Москва,Полная занятость,1.0,0.9,0.9,3.98,4.17,169222,0.15,0.196,['JavaScript'],"['DevOps', 'Security', 'Kubernetes']",19,EMP-10109,2025-05-30,2025-06-09
EMP-10051,Sales,L2,Удаленно,Полная занятость,1.0,0.2,0.2,4.54,2.99,145137,0.25,0.205,"['Java', 'C#']","['Kubernetes', 'Spark']",12,EMP-10357,2026-02-18,2026-02-18
EMP-10175,Legal,L3,Удаленно,Полная занятость,1.0,0.4,0.4,3.77,4.63,207800,0.25,0.228,"['Scala', 'SQL']","['dbt', 'React', 'ML', 'PostgreSQL']",37,EMP-10079,2025-11-20,2025-11-20
EMP-10190,Marketing,L3,Екатеринбург,Частичная,0.75,4.2,2.3,4.76,4.18,174180,0.1,0.14,['Java'],"['DevOps', 'PostgreSQL', 'Node.js', 'Cloud']",22,EMP-10010,2022-02-08,2022-11-22
EMP-10398,IT,L5,Удаленно,Полная занятость,1.0,5.0,1.4,3.79,3.78,623937,0.15,0.183,['C#'],"['Kubernetes', 'Spark', 'React']",30,EMP-10283,2021-04-23,2021-04-23
EMP-10188,Sales,L4,Екатеринбург,Полная занятость,1.0,1.9,0.9,3.06,3.1,253512,0.2,0.193,"['Go', 'Rust', 'Python']","['Docker', 'FastAPI', 'React', 'Cloud']",13,EMP-10299,2024-05-29,2025-03-02
EMP-10170,Operations,L4,СПб,Полная занятость,1.0,3.0,0.3,1.56,3.34,392457,0.1,0.219,"['JavaScript', 'TypeScript', 'Java']","['Cloud', 'Data Engineering', 'Spark', 'ML']",20,EMP-10253,2023-04-23,2025-10-21
EMP-10059,Finance,L1,Москва,Частичная,0.5,0.5,0.5,2.52,4.46,60000,0.25,0.223,"['R', 'Python']","['FastAPI', 'Security']",18,,2025-10-24,2025-10-24
EMP-10049,HR,L3,Удаленно,Частичная,0.75,4.1,1.6,4.9,4.72,247045,0.1,0.142,"['Go', 'Rust', 'SQL']","['Node.js', 'Security']",32,EMP-10140,2022-03-10,2022-08-15
EMP-10345,Finance,L3,Екатеринбург,Полная занятость,1.0,14.2,4.9,3.76,3.53,248033,0.2,0.152,['Java'],"['FastAPI', 'TensorFlow', 'Kubernetes']",18,EMP-10389,2012-03-08,2013-01-18
EMP-10236,Operations,L4,Москва,Полная занятость,1.0,1.7,1.2,3.2,2.53,401723,0.25,0.136,"['Rust', 'Go', 'Python']","['FastAPI', 'Cloud', 'React', 'Security']",20,EMP-10289,2024-08-18,2025-03-03
EMP-10253,Finance,L2,Москва,Полная занятость,1.0,8.7,1.0,2.58,2.88,240692,0.25,0.159,['TypeScript'],"['ML', 'React', 'PostgreSQL', 'DevOps']",23,EMP-10331,2017-08-12,2017-11-04
EMP-10022,Sales,L3,Екатеринбург,Полная занятость,1.0,1.0,0.9,3.11,2.12,175400,0.1,0.202,"['Python', 'SQL', 'Java']","['ML', 'Kubernetes', 'Airflow', 'Spark']",13,EMP-10206,2025-05-02,2025-05-02
EMP-10314,Operations,L6,Москва,Полная занятость,1.0,2.6,1.9,1.3,3.63,900000,0.2,0.186,"['Go', 'Rust', 'C#']","['FastAPI', 'dbt']",18,EMP-10032,2023-10-11,2024-03-06
EMP-10161,Sales,L1,Москва,Частичная,0.75,4.8,0.8,3.01,3.99,113077,0.2,0.121,"['TypeScript', 'C#']","['FastAPI', 'Kubernetes']",18,,2021-07-01,2021-07-01
EMP-10277,Marketing,L3,СПб,Полная занятость,1.0,2.3,0.3,3.69,5.0,257564,0.2,0.143,"['Python', 'R']","['Cloud', 'React', 'Spark']",19,EMP-10009,2023-12-27,2024-06-09
EMP-10192,IT,L1,СПб,Полная занятость,1.0,1.0,0.5,3.88,3.51,107925,0.15,0.3,"['Scala', 'C#', 'TypeScript']","['ML', 'Airflow', 'dbt']",19,,2025-05-01,2025-10-20
EMP-10294,HR,L6,Москва,Полная занятость,1.0,2.3,2.3,4.09,3.91,841642,0.0,0.177,"['Scala', 'SQL']","['Security', 'Node.js', 'PostgreSQL']",12,EMP-10255,2024-01-08,2026-02-15
EMP-10344,HR,L2,Удаленно,Полная занятость,1.0,3.6,0.8,3.81,4.49,193143,0.15,0.226,"['SQL', 'Java']","['ML', 'Security', 'Node.js', 'Airflow']",29,EMP-10138,2022-10-07,2022-10-07
EMP-10258,Sales,L4,Москва,Полная занятость,1.0,3.4,0.4,2.61,3.34,433096,0.1,0.142,"['SQL', 'JavaScript']","['FastAPI', 'Node.js', 'Data Engineering', 'dbt']",46,EMP-10283,2022-12-14,2022-12-28
EMP-10309,Finance,L1,Удаленно,Полная занятость,1.0,8.0,0.3,2.71,3.67,133788,0.2,0.189,['Go'],"['Security', 'TensorFlow', 'ML', 'DevOps']",19,,2018-05-14,2018-12-17
EMP-10150,Sales,L1,Екатеринбург,Полная занятость,1.0,4.9,1.2,2.56,3.72,87095,0.0,0.112,"['Java', 'Rust']","['FastAPI', 'Docker']",20,,2021-05-23,2021-11-25
EMP-10131,Operations,L6,Удаленно,Полная занятость,1.0,1.9,1.9,2.17,4.55,770443,0.1,0.282,"['C#', 'Go', 'SQL']","['Kubernetes', 'DevOps', 'Docker']",15,EMP-10317,2024-06-09,2026-02-02
EMP-10152,Operations,L3,Удаленно,Частичная,0.5,2.3,1.0,1.7,4.98,112228,0.2,0.166,['Rust'],"['Node.js', 'TensorFlow', 'ML']",24,EMP-10230,2023-12-25,2023-12-25
EMP-10360,Finance,L3,Екатеринбург,Полная занятость,1.0,6.5,1.2,3.98,3.31,222711,0.15,0.159,['SQL'],"['TensorFlow', 'React', 'Kubernetes', 'dbt']",28,EMP-10212,2019-11-09,2021-09-14
EMP-10100,Legal,L3,Удаленно,Полная занятость,1.0,0.2,0.2,4.49,3.84,188306,0.2,0.176,"['Go', 'Python', 'Scala']","['FastAPI', 'PostgreSQL', 'Node.js']",30,EMP-10147,2026-02-10,2026-02-10
EMP-10373,IT,L2,Екатеринбург,Полная занятость,1.0,5.4,0.5,2.2,4.11,171657,0.0,0.18,['Rust'],"['Docker', 'Data Engineering', 'DevOps', 'Spark']",18,EMP-10057,2020-11-20,2022-06-01
EMP-10088,Operations,L1,Екатеринбург,Полная занятость,1.0,15.0,6.7,2.68,4.09,148059,0.2,0.093,['Go'],"['TensorFlow', 'PostgreSQL', 'FastAPI']",19,,2011-05-04,2011-05-06
EMP-10331,Sales,L2,Екатеринбург,Полная занятость,1.0,13.3,3.8,1.83,4.05,161461,0.25,0.167,"['Go', 'R', 'Scala']","['Data Engineering', 'Cloud', 'DevOps', 'Kubernetes']",32,EMP-10282,2013-01-24,2014-02-05
EMP-10215,Marketing,L5,СПб,Полная занятость,1.0,3.1,1.8,3.87,3.65,598547,0.0,0.182,"['Go', 'Java']","['FastAPI', 'Node.js']",31,EMP-10017,2023-04-09,2023-12-05
EMP-10122,Finance,L2,Удаленно,Полная занятость,1.0,0.1,0.0,3.99,3.02,140892,0.15,0.202,"['JavaScript', 'Rust', 'Java']","['TensorFlow', 'Cloud']",21,EMP-10285,2026-03-28,2026-03-28
EMP-10400,Finance,L2,СПб,Полная занятость,1.0,3.3,1.0,2.48,3.28,184914,0.0,0.18,['SQL'],"['ML', 'FastAPI', 'Node.js', 'dbt']",15,EMP-10194,2022-12-27,2023-01-18
EMP-10021,IT,L1,СПб,Полная занятость,1.0,11.5,3.6,2.76,4.87,129613,0.0,0.182,['JavaScript'],"['Security', 'Airflow', 'Data Engineering']",27,,2014-10-31,2016-08-12
EMP-10189,Sales,L1,Москва,Полная занятость,1.0,3.2,2.0,2.89,3.27,143414,0.1,0.121,"['R', 'Java']","['Node.js', 'DevOps', 'PostgreSQL', 'Airflow']",17,,2023-02-18,2024-09-12
EMP-10072,IT,L4,Казань,Полная занятость,1.0,0.6,0.6,2.59,3.93,227917,0.0,0.269,['Rust'],"['Cloud', 'PostgreSQL', 'React']",23,EMP-10078,2025-09-19,2025-09-19
EMP-10107,IT,L3,Москва,Полная занятость,1.0,0.8,0.8,3.19,3.58,233945,0.15,0.137,"['Go', 'C#']","['Cloud', 'ML', 'DevOps', 'Spark']",23,EMP-10253,2025-07-28,2025-07-28
EMP-10271,HR,L1,Екатеринбург,Полная занятость,1.0,10.2,3.7,3.92,3.86,110927,0.25,0.103,"['C#', 'JavaScript', 'Scala']","['Spark', 'Data Engineering', 'TensorFlow', 'DevOps']",12,,2016-02-14,2016-08-24
EMP-10349,Legal,L4,Казань,Полная занятость,1.0,1.4,0.9,2.03,4.92,291534,0.0,0.201,"['JavaScript', 'Go']","['Node.js', 'TensorFlow', 'FastAPI']",21,EMP-10146,2024-12-11,2026-04-21
EMP-10103,Operations,L5,Удаленно,Полная занятость,1.0,5.7,3.1,4.08,3.92,642646,0.15,0.146,['JavaScript'],"['Spark', 'dbt']",18,EMP-10272,2020-08-05,2021-02-19
