employee_id,department,job_level,location,employment_type,fte_percentage,tenure_years,time_in_current_role_years,performance_rating,engagement_score,base_salary_monthly,bonus_target_pct,turnover_risk_score,languages,technologies,training_hours_ytd,manager_id,hire_date,last_promotion_date
EMP-10348,IT,L2,Удаленно,Частичная,0.75,2.8,0.2,4.42,3.63,128121,0.2,0.17,"['Python', 'Java', 'TypeScript']","['Airflow', 'PostgreSQL']",27,EMP-10091,2023-07-26,2025-09-06
EMP-10025,Sales,L4,Москва,Полная занятость,1.0,1.2,0.3,3.76,3.44,388702,0.0,0.212,"['JavaScript', 'Python', 'SQL']","['TensorFlow', 'ML', 'Cloud', 'PostgreSQL']",23,EMP-10346,2025-03-05,2025-03-05
EMP-10176,IT,L2,Екатеринбург,Полная занятость,1.0,2.9,0.9,2.98,3.38,147040,0.25,0.177,"['R', 'Python', 'Scala']","['Cloud', 'DevOps', 'React']",25,EMP-10136,2023-06-06,2025-01-11
EMP-10352,HR,L4,Удаленно,Полная занятость,1.0,2.4,2.4,3.79,3.65,377262,0.1,0.196,"['Go', 'C#', 'Scala']","['TensorFlow', 'Docker', 'Airflow', 'Security']",20,EMP-10239,2023-11-26,2024-02-20
EMP-10333,IT,L3,Москва,Полная занятость,1.0,2.5,1.2,3.92,4.03,272140,0.2,0.213,"['SQL', 'Rust', 'R']","['Security', 'Spark', 'Kubernetes']",21,EMP-10251,2023-10-30,2023-10-30
EMP-10168,Marketing,L3,Екатеринбург,Полная занятость,1.0,1.5,0.9,2.7,3.93,198849,0.1,0.253,"['Rust', 'Java']","['PostgreSQL', 'Security', 'Node.js', 'Airflow']",19,EMP-10063,2024-11-01,2024-11-01
EMP-10246,IT,L2,СПб,Полная занятость,1.0,2.6,0.4,3.58,4.15,166595,0.2,0.133,"['Rust', 'SQL']","['Docker', 'Security', 'Data Engineering']",28,EMP-10305,2023-09-10,2024-12-17
EMP-10312,IT,L2,Казань,Частичная,0.5,3.8,2.0,4.89,4.2,91715,0.25,0.134,"['Python', 'Rust']","['DevOps', 'ML']",17,EMP-10222,2022-06-28,2023-11-15
EMP-10146,HR,L1,СПб,Полная занятость,1.0,0.0,0.0,3.46,3.95,94948,0.2,0.145,['TypeScript'],"['React', 'Node.js', 'Data Engineering']",27,,2026-04-16,2026-04-16
EMP-10259,IT,L3,Екатеринбург,Полная занятость,1.0,0.3,0.1,4.55,4.04,165683,0.2,0.302,"['C#', 'JavaScript']","['ML', 'React']",22,EMP-10203,2026-01-07,2026-03-09
EMP-10178,HR,L2,Казань,Полная занятость,1.0,0.3,0.1,2.58,3.31,122307,0.2,0.191,['Python'],"['ML', 'Airflow', 'Kubernetes', 'TensorFlow']",25,EMP-10105,2026-01-27,2026-01-27
EMP-10120,Finance,L1,Казань,Полная занятость,1.0,1.4,1.4,2.34,3.51,84035,0.15,0.176,['C#'],"['Cloud', 'Node.js']",22,,2024-11-28,2024-11-28
EMP-10195,IT,L1,Екатеринбург,Полная занятость,1.0,2.4,2.4,1.95,3.75,95131,0.0,0.146,"['JavaScript', 'Go']","['DevOps', 'Security', 'Node.js']",28,,2023-12-21,2024-02-19
EMP-10230,IT,L6,СПб,Частичная,0.5,2.1,1.4,2.67,4.33,398549,0.15,0.182,['JavaScript'],"['DevOps', 'Data Engineering', 'dbt', 'Airflow']",15,EMP-10031,2024-04-05,2024-09-07
EMP-10266,Operations,L1,Москва,Полная занятость,1.0,1.8,1.5,3.03,5.0,127138,0.2,0.14,['Scala'],"['dbt', 'React', 'Airflow']",9,,2024-07-06,2025-10-24
EMP-10219,Sales,L3,Удаленно,Полная занятость,1.0,5.7,0.3,3.03,3.35,280442,0.2,0.138,"['JavaScript', 'C#', 'Rust']","['DevOps', 'Docker', 'React', 'Spark']",15,EMP-10269,2020-08-20,2021-12-08
EMP-10308,Marketing,L2,Москва,Полная занятость,1.0,2.1,0.3,3.67,4.27,207608,0.1,0.199,"['R', 'Python', 'Java']","['TensorFlow', 'FastAPI', 'Docker']",23,EMP-10047,2024-04-05,2024-08-09
EMP-10037,HR,L1,СПб,Полная занятость,1.0,0.5,0.3,3.91,3.32,91974,0.15,0.319,"['C#', 'TypeScript', 'Go']","['TensorFlow', 'Cloud']",12,,2025-11-07,2026-01-27
EMP-10140,Marketing,L3,Екатеринбург,Полная занятость,1.0,3.5,1.8,4.76,5.0,221992,0.25,0.148,"['C#', 'R']","['Spark', 'Docker', 'React']",28,EMP-10027,2022-11-04,2024-08-29
EMP-10292,IT,L1,Казань,Полная занятость,1.0,8.6,3.7,2.85,3.99,101252,0.0,0.175,"['Python', 'Go', 'JavaScript']","['Cloud', 'DevOps', 'Node.js', 'ML']",27,,2017-09-16,2019-09-28
EMP-10156,IT,L2,Удаленно,Полная занятость,1.0,5.7,0.7,2.06,4.18,205722,0.25,0.173,"['SQL', 'Scala']","['Docker', 'Cloud']",19,EMP-10279,2020-08-16,2020-12-23
EMP-10197,IT,L2,Екатеринбург,Полная занятость,1.0,2.5,2.5,4.14,4.1,154032,0.1,0.16,['Python'],"['React', 'dbt']",23,EMP-10327,2023-11-14,2023-11-14
EMP-10285,IT,L2,Москва,Полная занятость,1.0,5.8,4.2,2.73,4.2,226681,0.15,0.164,"['C#', 'TypeScript']","['Spark', 'ML', 'Data Engineering']",36,EMP-10331,2020-07-18,2021-01-31
EMP-10060,Finance,L3,Казань,Полная занятость,1.0,1.0,1.0,4.42,4.48,180830,0.15,0.313,"['SQL', 'Java', 'R']","['Node.js', 'Spark']",34,EMP-10351,2025-05-07,2025-11-09
EMP-10112,IT,L1,СПб,Частичная,0.5,12.0,0.7,1.34,4.63,75435,0.1,0.206,"['R', 'Python']","['Security', 'TensorFlow']",37,,2014-04-23,2016-07-03
EMP-10166,IT,L4,СПб,Частичная,0.75,0.1,0.1,3.76,3.35,179096,0.2,0.252,"['R', 'Python']","['PostgreSQL', 'ML', 'React']",25,EMP-10190,2026-04-13,2026-04-13
EMP-10364,Sales,L3,Казань,Полная занятость,1.0,1.6,1.6,2.71,3.97,190533,0.25,0.228,['Java'],"['Node.js', 'Docker', 'DevOps', 'TensorFlow']",22,EMP-10098,2024-10-11,2025-10-04
EMP-10007,Sales,L3,Удаленно,Полная занятость,1.0,2.0,0.1,3.81,3.78,269141,0.1,0.155,"['Go', 'SQL']","['PostgreSQL', 'React']",15,EMP-10274,2024-05-19,2024-07-20
EMP-10334,Operations,L2,Удаленно,Полная занятость,1.0,7.1,0.6,4.15,4.06,182108,0.0,0.14,"['JavaScript', 'TypeScript', 'C#']","['Docker', 'ML', 'Airflow']",29,EMP-10135,2019-04-11,2024-05-17
EMP-10276,Legal,L3,Удаленно,Частичная,0.75,2.8,1.7,3.69,3.81,202567,0.15,0.103,['Java'],"['Airflow', 'Security', 'Docker']",28,EMP-10173,2023-07-07,2023-11-13
EMP-10151,Sales,L3,Казань,Полная занятость,1.0,5.0,3.6,3.34,3.56,219182,0.15,0.119,['SQL'],"['Docker', 'Data Engineering', 'DevOps']",19,EMP-10051,2021-04-24,2022-03-07
EMP-10011,IT,L2,Москва,Частичная,0.5,4.6,0.9,2.25,3.36,110072,0.2,0.154,"['C#', 'SQL', 'R']","['Kubernetes', 'PostgreSQL']",21,EMP-10271,2021-10-10,2023-04-10
EMP-10193,Marketing,L3,Удаленно,Полная занятость,1.0,4.8,2.7,3.01,3.78,281737,0.1,0.111,['Go'],"['dbt', 'Security']",25,EMP-10153,2021-07-31,2022-09-07
EMP-10104,Marketing,L5,Удаленно,Частичная,0.75,2.3,1.9,4.59,3.56,395504,0.1,0.159,"['TypeScript', 'SQL']","['Airflow', 'Cloud', 'ML']",37,EMP-10347,2023-12-31,2026-03-02
EMP-10082,IT,L4,СПб,Полная занятость,1.0,0.9,0.9,2.84,3.34,323137,0.15,0.293,"['Go', 'C#', 'Python']","['Airflow', 'Cloud', 'Docker']",15,EMP-10166,2025-06-04,2025-06-04
EMP-10317,Sales,L5,СПб,Полная занятость,1.0,3.3,1.6,4.3,3.84,554542,0.25,0.156,"['Rust', 'Scala']","['Docker', 'Spark']",23,EMP-10120,2023-01-13,2023-06-19
EMP-10399,IT,L3,Удаленно,Полная занятость,1.0,2.8,0.2,2.71,5.0,260336,0.1,0.125,"['TypeScript', 'Scala']","['Node.js', 'PostgreSQL']",26,EMP-10398,2023-07-09,2023-09-20
EMP-10376,HR,L1,Удаленно,Полная занятость,1.0,1.4,1.4,2.7,3.87,92515,0.1,0.207,['Python'],"['DevOps', 'TensorFlow']",24,,2024-12-19,2026-03-03
EMP-10209,Sales,L3,Екатеринбург,Полная занятость,1.0,0.1,0.1,4.05,4.3,170953,0.2,0.192,"['R', 'Rust', 'SQL']","['FastAPI', 'dbt']",28,EMP-10029,2026-03-12,2026-03-12
EMP-10287,Sales,L2,Москва,Частичная,0.5,7.2,0.4,3.24,3.85,112320,0.0,0.156,"['SQL', 'Java']","['Airflow', 'React', 'PostgreSQL']",23,EMP-10271,2019-02-11,2019-03-13
EMP-10169,IT,L2,Москва,Полная занятость,1.0,1.0,1.0,3.32,4.03,164680,0.25,0.225,"['SQL', 'TypeScript', 'Scala']","['Node.js', 'Cloud', 'dbt']",19,EMP-10149,2025-05-05,2025-05-05
EMP-10354,Sales,L5,Москва,Полная занятость,1.0,4.0,0.7,3.93,3.4,683096,0.15,0.114,"['TypeScript', 'Go']","['Security', 'React', 'Node.js']",21,EMP-10097,2022-05-20,2022-09-11
EMP-10090,IT,L5,Казань,Полная занятость,1.0,4.1,2.3,2.23,3.27,475595,0.2,0.194,"['TypeScript', 'Rust']","['Node.js', 'Spark']",28,EMP-10198,2022-03-29,2022-08-09
EMP-10378,Sales,L5,Казань,Полная занятость,1.0,0.5,0.4,4.15,4.03,378115,0.1,0.153,"['Rust', 'C#']","['React', 'Spark', 'ML', 'Cloud']",23,EMP-10357,2025-11-10,2025-11-10
EMP-10164,Sales,L3,Казань,Полная занятость,1.0,0.8,0.8,3.91,4.7,189089,0.25,0.203,"['Rust', 'Python']","['Node.js', 'TensorFlow', 'Docker']",22,EMP-10223,2025-07-06,2026-03-15
EMP-10148,Operations,L4,Казань,Полная занятость,1.0,1.6,0.4,4.17,4.33,281232,0.25,0.149,"['Scala', 'R']","['Kubernetes', 'ML', 'Data Engineering']",23,EMP-10071,2024-09-09,2025-07-14
EMP-10229,Finance,L3,Казань,Полная занятость,1.0,15.0,0.7,4.88,3.68,258754,0.0,0.129,"['Python', 'Scala', 'R']","['TensorFlow', 'FastAPI', 'Cloud', 'React']",25,EMP-10392,2011-05-05,2011-12-18
EMP-10093,Finance,L2,Казань,Полная занятость,1.0,1.7,1.0,2.32,4.21,142126,0.25,0.158,"['Scala', 'C#']","['Docker', 'React', 'Node.js', 'Airflow']",29,EMP-10019,2024-08-28,2025-12-16
EMP-10070,IT,L3,Екатеринбург,Полная занятость,1.0,0.3,0.3,2.67,4.55,170121,0.1,0.281,['Scala'],"['Security', 'Node.js']",11,EMP-10327,2026-01-14,2026-01-14
EMP-10124,IT,L2,Удаленно,Полная занятость,1.0,8.3,0.6,1.66,3.75,204774,0.25,0.144,"['TypeScript', 'Python']","['ML', 'TensorFlow', 'FastAPI']",7,EMP-10337,2018-01-19,2018-07-11
EMP-10097,Finance,L3,Казань,Контракт,0.5,0.4,0.4,2.14,3.8,86672,0.0,0.228,['Go'],"['Airflow', 'Security', 'React']",22,EMP-10239,2025-12-24,2025-12-24
EMP-10144,Sales,L5,Казань,Полная занятость,1.0,6.0,0.0,1.83,4.39,416234,0.0,0.144,['SQL'],"['Security', 'TensorFlow']",27,EMP-10260,2020-04-23,2021-10-28
EMP-10327,IT,L6,Москва,Полная занятость,1.0,0.2,0.2,3.41,3.64,837390,0.2,0.237,['Python'],"['DevOps', 'Kubernetes', 'Airflow', 'Node.js']",17,EMP-10086,2026-02-25,2026-02-25
EMP-10098,Operations,L2,Екатеринбург,Полная занятость,1.0,1.7,1.7,1.65,4.21,129694,0.15,0.232,"['R', 'Go']","['React', 'Kubernetes', 'Node.js']",15,EMP-10234,2024-08-06,2025-08-16
EMP-10239,Marketing,L3,Удаленно,Полная занятость,1.0,0.9,0.9,3.02,4.01,203853,0.25,0.316,"['SQL', 'TypeScript']","['PostgreSQL', 'Spark']",34,EMP-10305,2025-05-30,2025-05-30
EMP-10069,Finance,L3,Екатеринбург,Полная занятость,1.0,0.3,0.3,3.8,4.08,167737,0.1,0.184,['Go'],"['Data Engineering', 'Docker']",25,EMP-10155,2025-12-30,2025-12-30
EMP-10024,Finance,L2,СПб,Полная занятость,1.0,3.6,1.2,2.82,4.05,192112,0.0,0.142,['R'],"['Node.js', 'dbt']",24,EMP-10383,2022-09-23,2023-11-28
EMP-10038,Sales,L1,Екатеринбург,Полная занятость,1.0,0.4,0.4,1.66,3.92,80543,0.0,0.262,"['Python', 'SQL', 'Go']","['ML', 'PostgreSQL', 'Security']",34,,2025-11-18,2026-03-24
EMP-10145,HR,L1,Екатеринбург,Полная занятость,1.0,0.3,0.3,4.22,4.68,76527,0.25,0.219,"['JavaScript', 'C#']","['ML', 'FastAPI', 'TensorFlow', 'Node.js']",28,,2026-01-15,2026-01-15
EMP-10123,Sales,L1,Удаленно,Полная занятость,1.0,4.6,1.4,4.01,4.16,114082,0.15,0.162,"['R', 'Scala']","['DevOps', 'PostgreSQL', 'React', 'Node.js']",8,,2021-10-12,2022-08-22
EMP-10183,Marketing,L6,Казань,Полная занятость,1.0,6.8,2.4,2.39,4.27,719521,0.15,0.192,['C#'],"['ML', 'Security']",24,EMP-10392,2019-07-17,2021-06-26
EMP-10068,IT,L2,Москва,Полная занятость,1.0,0.9,0.4,2.37,3.59,166325,0.2,0.259,"['Scala', 'JavaScript']","['Data Engineering', 'FastAPI']",29,EMP-10142,2025-06-17,2025-06-17
EMP-10199,Finance,L2,Удаленно,Полная занятость,1.0,7.8,0.6,3.62,3.14,219423,0.2,0.136,"['SQL', 'Java', 'Python']","['FastAPI', 'ML']",31,EMP-10091,2018-08-02,2019-03-29
EMP-10325,IT,L5,Москва,Контракт,0.75,2.3,0.1,4.19,3.54,451370,0.0,0.158,"['JavaScript', 'TypeScript', 'Java']","['React', 'PostgreSQL']",21,EMP-10255,2024-01-16,2025-03-27
EMP-10220,Sales,L4,Казань,Полная занятость,1.0,3.0,2.2,3.97,4.36,321431,0.15,0.235,"['JavaScript', 'Scala']","['Airflow', 'Data Engineering', 'TensorFlow']",19,EMP-10363,2023-05-07,2025-08-05
EMP-10318,Legal,L3,Москва,Полная занятость,1.0,5.1,1.0,3.7,3.35,323863,0.0,0.164,['Scala'],"['TensorFlow', 'Spark', 'Node.js']",25,EMP-10392,2021-03-31,2024-06-03
EMP-10196,Sales,L1,Казань,Полная занятость,1.0,1.2,0.7,4.01,4.17,86235,0.15,0.241,"['Java', 'R', 'Go']","['FastAPI', 'dbt', 'Node.js']",31,,2025-02-19,2025-07-26
EMP-10126,Sales,L2,Удаленно,Полная занятость,1.0,0.4,0.3,3.53,4.53,143597,0.25,0.206,"['R', 'SQL']","['FastAPI', 'DevOps', 'ML', 'Spark']",24,EMP-10026,2025-11-28,2026-04-16
EMP-10147,Finance,L3,Казань,Полная занятость,1.0,3.9,0.6,2.91,3.76,217202,0.15,0.104,['Rust'],"['FastAPI', 'TensorFlow', 'Data Engineering']",30,EMP-10348,2022-06-04,2022-12-21
EMP-10372,IT,L4,Москва,Полная занятость,1.0,0.5,0.5,2.63,3.76,331112,0.2,0.26,"['Go', 'Scala', 'Java']","['Docker', 'Node.js']",17,EMP-10152,2025-11-01,2025-11-01
EMP-10087,IT,L5,Екатеринбург,Полная занятость,1.0,0.8,0.2,3.65,3.93,338212,0.2,0.217,['Go'],"['Spark', 'FastAPI']",28,EMP-10175,2025-07-11,2025-12-30
EMP-10337,Finance,L2,Казань,Полная занятость,1.0,1.0,0.5,2.04,3.55,125882,0.0,0.28,['Go'],"['Cloud', 'Kubernetes', 'Node.js']",15,EMP-10258,2025-05-18,2026-03-03
EMP-10341,IT,L1,СПб,Полная занятость,1.0,9.2,4.0,3.91,4.07,141024,0.2,0.137,"['SQL', 'R', 'Scala']","['Spark', 'Security', 'dbt', 'Docker']",29,,2017-02-21,2018-12-26
EMP-10338,Marketing,L4,Екатеринбург,Частичная,0.5,6.8,3.7,1.67,3.89,185884,0.1,0.16,['JavaScript'],"['ML', 'Data Engineering', 'Spark']",20,EMP-10065,2019-07-01,2020-03-01
EMP-10355,IT,L3,СПб,Частичная,0.75,4.0,2.3,2.39,3.6,217595,0.2,0.218,"['JavaScript', 'Python', 'Rust']","['Security', 'FastAPI', 'Kubernetes']",19,EMP-10199,2022-05-18,2023-11-11
EMP-10335,Sales,L1,Удаленно,Полная занятость,1.0,1.7,0.9,1.64,3.86,119582,0.0,0.175,"['Python', 'JavaScript']","['Spark', 'Node.js', 'React', 'Cloud']",17,,2024-08-16,2025-03-11
EMP-10303,Legal,L5,СПб,Полная занятость,1.0,0.0,0.0,2.97,4.81,514954,0.25,0.288,['Java'],"['FastAPI', 'TensorFlow']",15,EMP-10212,2026-04-24,2026-04-24
